Production,Usage,Plugload
150,280.37,112.58
185,276.91,112.74
133,272.45,112.74
156,242.36,98.8
23,264.59,105.99
140,262.68,105.99
65,264.24,101.49
52,249.57,92.5
0,169.38,63.69
0,106.63,42.1
0,99.22,42.1
0,79.91,34.76
0,74.75,32.06
0,34.25,12.78
0,23.71,8.92
1024,3369.94,1294.69
0,25.47,8.84
0,25.17,8.84
0,25.98,8.84
0,27.83,8.84
0,56.05,8.84
0,67.75,12.46
0,69.73,12.85
29,127.46,38.73
62,270.86,107.18
111,282.34,112.58
137,281.52,112.74
208,278.39,112.74
179,249.51,98.8
189,270.4,105.99
107,272.22,105.99
104,267.8,101.49
55,245.5,92.5
0,169.73,63.69
0,106.12,42.1
0,99.21,42.1
0,79.85,34.76
0,75.16,32.06
0,35.09,12.78
0,24.37,8.92
1181,3433.5,1294.69
0,26.47,8.87
0,26.99,8.84
0,28.05,8.84
0,28.55,8.84
0,29.55,8.84
0,45.98,8.84
0,65.66,12.52
3,81.87,12.79
20,116.77,32.13
65,102.28,32.75
166,95.74,33.31
42,92.45,33.31
39,65.92,22.51
124,50.04,18.01
153,45.98,18.01
16,46.5,18.01
52,45.74,18.01
0,31.21,10.88
0,28.51,10.28
0,29.95,9.98
0,30.44,9.98
0,31.84,9.68
0,31.2,9.39
0,28.49,8.92
680,1206.22,373.57
0,29.43,8.87
0,31.63,8.84
0,31.52,8.84
0,33.41,8.84
0,34.79,8.84
0,35.43,8.84
0,34.46,8.92
23,32.5,9.12
52,28.15,9.31
150,25.27,9.31
192,24.27,9.86
215,21.22,9.86
215,23,10.44
192,23.71,10.44
120,23.73,10.44
107,23.05,10.44
49,22.76,10.39
0,29.31,10.09
0,32.23,9.79
0,33.29,9.57
0,36.02,9.57
0,36.33,9.57
0,33.01,9.03
0,36.86,8.92
1315,715.4,228.16
0,39.67,8.84
0,41.55,8.84
0,44.39,8.84
0,47.11,8.84
0,25.54,8.84
0,91.28,12.46
0,106.11,12.85
36,204.32,38.73
98,336.04,107.18
156,261.59,112.58
198,252.21,112.74
218,252.38,112.74
218,227.83,98.8
202,245.36,105.99
159,241.91,105.99
49,238.33,101.49
59,230.97,92.5
0,158.11,63.69
0,105.78,42.1
0,99.11,42.1
0,80.88,34.76
0,76.4,32.06
0,38.8,12.78
0,29.27,8.92
1393,3474.91,1294.69
0,30.66,8.84
0,36.42,8.84
0,37.16,8.84
0,21.93,8.84
0,41.98,8.84
0,102.12,12.46
0,102.69,12.85
16,177.64,38.73
39,344.99,107.18
91,261.69,112.58
169,257.26,112.74
221,254.83,112.74
221,230.17,98.8
163,247.3,105.99
156,244.38,105.99
114,240.47,101.49
55,232.43,92.5
0,157.72,63.69
0,105.74,42.1
0,99.09,42.1
0,79.74,34.76
0,75.64,32.06
0,37.1,12.78
0,26.78,8.92
1245,3445.94,1294.69
0,30.82,8.84
0,32.05,8.84
0,21.82,8.84
0,34.04,8.84
0,37.71,8.84
0,77.02,12.46
0,77.64,12.85
39,182.04,38.73
104,319.6,107.18
159,262.57,112.58
202,256.42,112.74
208,250.98,112.74
218,225.56,98.8
202,238,105.99
156,244.08,105.99
62,238.77,101.49
29,227.81,92.5
0,165.84,63.69
0,106.01,42.1
0,99.07,42.1
0,79.71,34.76
0,75.02,32.06
0,34.41,12.78
0,24.21,8.92
1379,3341.17,1294.69
0,26.14,8.84
0,28.23,8.84
0,27.63,8.84
0,28.17,8.84
0,67.57,8.84
0,65.04,12.46
0,71.46,12.85
7,134.28,38.73
16,268.2,107.18
23,262.87,112.58
33,255.76,112.74
29,267.12,112.74
29,257.14,98.8
29,275.63,105.99
23,274,105.99
16,266.44,101.49
20,248.06,92.5
0,175.58,63.69
0,113.33,42.1
0,104.06,42.1
0,79.87,34.76
0,75.14,32.06
0,34.78,12.78
0,25.91,8.92
225,3432.41,1294.69
0,26.94,8.84
0,30.04,8.84
0,34.18,8.84
0,21.84,8.84
0,38.13,8.84
0,79.63,12.46
0,81.84,12.85
42,197.52,38.73
104,270.18,107.18
156,277.48,112.58
189,275.38,112.74
114,275.54,112.74
133,247.06,98.8
59,264.19,105.99
49,257.65,105.99
23,238.87,101.49
26,229.11,92.5
0,162.14,63.69
0,106.23,42.1
0,99.09,42.1
0,80.01,34.76
0,75.03,32.06
0,35.3,12.78
0,26.21,8.92
895,3429.6,1294.69
0,27.1,8.87
0,27.79,8.84
0,28.78,8.84
0,30.86,8.84
0,32.28,8.84
0,69.86,8.84
0,85.45,12.52
13,100.39,12.79
16,145.85,32.13
23,105.69,32.75
26,91.77,33.31
42,87.97,33.31
42,61.59,22.51
52,47.81,18.01
26,42.28,18.01
36,41.82,18.01
10,42.53,18.01
0,25.45,10.88
0,28.15,10.28
0,29.71,9.98
0,31.67,9.98
0,32.22,9.68
0,31.57,9.39
0,29.53,8.92
286,1278.1,373.57
0,31.32,8.87
0,33.75,8.84
0,34.55,8.84
0,37.83,8.84
0,39.36,8.84
0,22.45,8.84
0,40.07,8.92
16,40.7,9.12
39,38.55,9.31
85,45.2,9.31
111,25.36,9.86
124,22.02,9.86
91,22.96,10.44
68,24.62,10.44
104,22.91,10.44
104,23.27,10.44
55,23.67,10.39
0,25.72,10.09
0,28.66,9.79
0,28.78,9.57
0,29.91,9.57
0,31.14,9.57
0,26.56,9.03
0,28.28,8.92
797,727.64,228.16
0,28.49,8.84
0,29.1,8.84
0,31.4,8.84
0,31.4,8.84
0,60.84,8.84
0,71.77,12.46
0,90.7,12.85
16,155.82,38.73
26,264.63,107.18
46,274.32,112.58
94,272.47,112.74
72,274.17,112.74
114,255.33,98.8
133,273.29,105.99
107,272.01,105.99
101,266.3,101.49
46,256.02,92.5
0,175.29,63.69
0,111.74,42.1
0,103.69,42.1
0,83.58,34.76
0,77.33,32.06
0,34.24,12.78
0,21.44,8.92
755,3515.37,1294.69
0,21.3,8.84
0,21.33,8.84
0,21.31,8.84
0,21.41,8.84
0,25.1,8.84
0,35.4,12.46
3,38.98,12.85
20,106.99,38.73
33,274.93,107.18
98,284.37,112.58
88,283.25,112.74
153,283.52,112.74
202,254.51,98.8
88,272.67,105.99
75,272.4,105.99
59,266.57,101.49
33,256.54,92.5
0,174.72,63.69
0,112.52,42.1
0,104.2,42.1
0,83.33,34.76
0,77.83,32.06
0,34.28,12.78
0,21.53,8.92
852,3349,1294.69
0,21.18,8.84
0,21.65,8.84
0,21.78,8.84
0,21.22,8.84
0,30.01,8.84
0,39.29,12.46
0,52.91,12.85
7,115.79,38.73
26,255.05,107.18
124,268.76,112.58
81,268.32,112.74
228,274.64,112.74
231,244.83,98.8
205,272.06,105.99
94,274.38,105.99
52,268.04,101.49
20,258.04,92.5
0,175.97,63.69
0,113.17,42.1
0,104.31,42.1
0,83.48,34.76
0,77.94,32.06
0,35.15,12.78
0,21.43,8.92
1068,3319.41,1294.69
0,21.35,8.84
0,21.28,8.84
0,21.47,8.84
0,21.16,8.84
0,27.66,8.84
0,39.36,12.46
0,48.98,12.85
13,109.09,38.73
20,264.89,107.18
23,270.78,112.58
117,264.64,112.74
42,266.05,112.74
42,233.27,98.8
52,251.47,105.99
39,254.92,105.99
33,251.29,101.49
62,242.71,92.5
3,168.28,63.69
0,113.22,42.1
0,104.27,42.1
0,83.85,34.76
0,78.18,32.06
0,34.32,12.78
0,21.41,8.92
446,3213.88,1294.69
0,21.67,8.84
0,21.3,8.84
0,21.51,8.84
0,21.2,8.84
0,34.81,8.84
0,41.58,12.46
3,46.62,12.85
55,110.45,38.73
120,260.87,107.18
176,284.24,112.58
179,282.46,112.74
221,279.39,112.74
231,246.38,98.8
205,256.15,105.99
23,256.45,105.99
16,251.93,101.49
68,242.71,92.5
3,169.77,63.69
0,113.76,42.1
0,104.36,42.1
0,83.85,34.76
0,77.79,32.06
0,35.31,12.78
0,21.78,8.92
1300,3286.33,1294.69
0,21.9,8.87
0,22.23,8.84
0,22.06,8.84
0,22,8.84
0,22.39,8.84
0,34.76,8.84
0,43.99,12.52
16,51.37,12.79
94,96.9,32.13
179,95.27,32.75
202,93.33,33.31
72,92.93,33.31
75,63.06,22.51
29,50.27,18.01
26,48.3,18.01
124,46.23,18.01
72,48.92,18.01
3,26.9,10.88
0,26.39,10.28
0,26.58,9.98
0,26.59,9.98
0,27.03,9.68
0,25.61,9.39
0,22.1,8.92
892,1057.11,373.57
0,21.43,8.87
0,21.38,8.84
0,22.02,8.84
0,21.77,8.84
0,23.01,8.84
0,22.65,8.84
7,23.15,8.92
42,24.38,9.12
75,22.58,9.31
182,21.02,9.31
224,20.54,9.86
234,20.41,9.86
107,23.11,10.44
98,23.52,10.44
23,23.18,10.44
127,23.08,10.44
68,23.44,10.39
3,24.56,10.09
0,26.64,9.79
0,26.91,9.57
0,26.83,9.57
0,27.78,9.57
0,22.27,9.03
0,22.81,8.92
1190,558.46,228.16
0,22.61,8.84
0,23.55,8.84
0,23.67,8.84
0,24.01,8.84
0,37.39,8.84
0,50.23,12.46
7,55.89,12.85
62,123.5,38.73
130,257.49,107.18
185,257.93,112.58
221,260.43,112.74
244,260.86,112.74
241,237.38,98.8
221,252.6,105.99
185,251.64,105.99
130,248.51,101.49
72,244.44,92.5
7,167.3,63.69
0,112.06,42.1
0,103.99,42.1
0,82.94,34.76
0,77.84,32.06
0,34.18,12.78
0,21.95,8.92
1705,3232.38,1294.69
0,22.16,8.84
0,22.75,8.84
0,22.71,8.84
0,24.87,8.84
0,38.68,8.84
0,51.02,12.46
7,56.4,12.85
65,120.65,38.73
133,259.03,107.18
189,266.08,112.58
228,266.58,112.74
247,262.12,112.74
244,239.15,98.8
224,257.6,105.99
189,256.36,105.99
133,249.42,101.49
75,242.28,92.5
7,164.88,63.69
0,112.28,42.1
0,104.46,42.1
0,83.48,34.76
0,77.91,32.06
0,34.84,12.78
0,21.77,8.92
1741,3257.48,1294.69
0,22.13,8.84
0,22.62,8.84
0,23.14,8.84
0,23.17,8.84
0,42.53,8.84
0,51.7,12.46
10,54.27,12.85
65,114.79,38.73
137,246.58,107.18
192,257.93,112.58
234,267.82,112.74
250,266.97,112.74
247,241.72,98.8
228,260.4,105.99
192,257.85,105.99
133,253,101.49
72,244.66,92.5
7,168.1,63.69
0,113.19,42.1
0,104.41,42.1
0,84.23,34.76
0,77.87,32.06
0,34.19,12.78
0,21.54,8.92
1767,3254.81,1294.69
0,21.61,8.84
0,21.16,8.84
0,21.16,8.84
0,21.24,8.84
0,26.23,8.84
0,39.61,12.46
10,47.12,12.85
16,109.89,38.73
39,272.88,107.18
104,285.74,112.58
127,285.7,112.74
140,287.01,112.74
120,258.17,98.8
111,274.75,105.99
91,270.66,105.99
140,247.76,101.49
75,253.58,92.5
7,175.71,63.69
0,114.05,42.1
0,104.32,42.1
0,83.57,34.76
0,77.7,32.06
0,35.15,12.78
0,22.01,8.92
980,3356.76,1294.69
0,21.7,8.84
0,20.86,8.84
0,21.87,8.84
0,21.93,8.84
0,34.63,8.84
0,41.96,12.46
13,48.7,12.85
62,110.64,38.73
46,255.04,107.18
42,267,112.58
65,264.57,112.74
39,255.15,112.74
237,233.17,98.8
224,247.73,105.99
85,253.46,105.99
111,248.02,101.49
65,251.95,92.5
7,173.13,63.69
0,113.66,42.1
0,104.42,42.1
0,83.87,34.76
0,77.82,32.06
0,35.12,12.78
0,21.67,8.92
996,3208.07,1294.69
0,21.39,8.87
0,21.61,8.84
0,21.66,8.84
0,21.7,8.84
0,21.61,8.84
0,29.84,8.84
13,43.17,12.52
42,50.11,12.79
91,95.38,32.13
75,94.11,32.75
29,92.59,33.31
52,96.45,33.31
247,68.83,22.51
234,53.72,18.01
133,48.59,18.01
133,48.59,18.01
78,49,18.01
0,27.95,10.88
0,26.55,10.28
0,26.9,9.98
0,27.45,9.98
0,27.34,9.68
0,26.05,9.39
0,22.45,8.92
1127,1063.03,373.57
0,22.24,8.87
0,23.28,8.84
0,22.77,8.84
0,23.17,8.84
0,23,8.84
0,24.67,8.84
16,24.17,8.92
55,24.05,9.12
143,21.42,9.31
202,19.68,9.31
237,19.18,9.86
257,18.81,9.86
254,21.96,10.44
237,22.29,10.44
198,21.04,10.44
140,21.32,10.44
78,21.94,10.39
0,21.71,10.09
0,24.8,9.79
0,26.27,9.57
0,27.36,9.57
0,28.05,9.57
0,23.42,9.03
0,23.59,8.92
1817,550.21,228.16
0,24.39,8.84
0,24.41,8.84
0,24.81,8.84
0,25.52,8.84
0,41.15,8.84
0,51.93,12.46
16,65.94,12.85
78,121.85,38.73
146,244.76,107.18
198,248.51,112.58
234,239.9,112.74
254,257.32,112.74
250,244.44,98.8
231,269.99,105.99
192,270.32,105.99
137,260.57,101.49
65,240.68,92.5
0,170.99,63.69
0,112.54,42.1
0,104.18,42.1
0,83.13,34.76
0,78.27,32.06
0,34.77,12.78
0,21.54,8.92
1801,3261.92,1294.69
0,21.91,8.84
0,22.15,8.84
0,22.08,8.84
0,22.78,8.84
0,40.41,8.84
0,45.9,12.46
10,50.29,12.85
78,116.79,38.73
146,260.59,107.18
198,277.23,112.58
231,282.22,112.74
250,278.07,112.74
247,239.8,98.8
228,246.07,105.99
192,251.37,105.99
137,243.72,101.49
78,238.98,92.5
0,166.24,63.69
0,111.03,42.1
0,104.57,42.1
0,83.22,34.76
0,77.98,32.06
0,34.14,12.78
0,22.1,8.92
1795,3259.64,1294.69
0,22.36,8.84
0,22.41,8.84
0,22.84,8.84
0,23.23,8.84
0,34.92,8.84
0,43.21,12.46
3,56.76,12.85
29,117.02,38.73
52,244.71,107.18
85,251.13,112.58
88,260.79,112.74
117,250.08,112.74
234,236.03,98.8
221,243.21,105.99
195,247.05,105.99
143,247.18,101.49
78,241.31,92.5
0,163.27,63.69
0,111.76,42.1
0,104.19,42.1
0,79.16,34.76
0,74.67,32.06
0,33.5,12.78
0,22.43,8.92
1245,3153.22,1294.69
0,22.52,8.84
0,23.7,8.84
0,24.58,8.84
0,25.19,8.84
0,48.36,8.84
0,51.85,12.46
7,58.31,12.85
26,117.74,38.73
46,244.61,107.18
52,250.03,112.58
62,247.78,112.74
49,263.32,112.74
241,238.33,98.8
234,252.48,105.99
195,251.42,105.99
140,246.95,101.49
81,238.5,92.5
0,167.79,63.69
0,112.01,42.1
0,104.3,42.1
0,79.1,34.76
0,73.94,32.06
0,33.75,12.78
0,21.99,8.92
1133,3198.56,1294.69
0,22.31,8.84
0,22.73,8.84
0,22.91,8.84
0,24.89,8.84
0,44.94,8.84
0,48.98,12.46
20,56.07,12.85
81,113.38,38.73
85,242.59,107.18
195,249.84,112.58
234,261.81,112.74
250,263.86,112.74
247,240.49,98.8
228,256.54,105.99
68,255.39,105.99
104,249.77,101.49
62,240.9,92.5
0,165,63.69
0,111.47,42.1
0,104.33,42.1
0,84.12,34.76
0,77.86,32.06
0,32.62,12.78
0,21.79,8.92
1574,3214.58,1294.69
0,21.86,8.87
0,22.14,8.84
0,21.99,8.84
0,22.82,8.84
0,22.47,8.84
0,40.54,8.84
20,46.88,12.52
85,48.99,12.79
153,91.08,32.13
202,88.39,32.75
241,85.06,33.31
257,92.34,33.31
254,68.25,22.51
234,53.8,18.01
169,47.72,18.01
143,47.4,18.01
81,48.46,18.01
0,27.46,10.88
0,25.69,10.28
0,26.56,9.98
0,26.59,9.98
0,26.44,9.68
0,25.15,9.39
0,21.3,8.92
1839,1049.37,373.57
0,21.54,8.87
0,21.94,8.84
0,22.56,8.84
0,22.38,8.84
0,23.25,8.84
0,23.76,8.84
23,24.19,8.92
88,23.09,9.12
153,20.79,9.31
202,19.54,9.31
237,19.38,9.86
254,19.64,9.86
250,23.17,10.44
234,23.79,10.44
195,28.95,10.44
143,28.75,10.44
81,28.99,10.39
0,26.24,10.09
0,25.22,9.79
0,26.41,9.57
0,26.39,9.57
0,26.67,9.57
0,21.2,9.03
0,21.3,8.92
1860,569.16,228.16
0,22.49,8.84
0,21.93,8.84
0,22.01,8.84
0,23.25,8.84
0,33.19,8.84
0,45.03,12.46
23,52.93,12.85
88,113.4,38.73
156,242.47,107.18
205,264.97,112.58
241,264.1,112.74
257,265.82,112.74
254,242.55,98.8
237,260.58,105.99
198,255.41,105.99
146,249.77,101.49
81,242.11,92.5
0,163.98,63.69
0,110.47,42.1
0,104.69,42.1
0,83.96,34.76
0,77.85,32.06
0,35.08,12.78
0,21.72,8.92
1886,3219.76,1294.69
0,21.21,8.84
0,21.24,8.84
0,21.76,8.84
0,21.88,8.84
0,35.73,8.84
0,42.67,12.46
26,50.18,12.85
91,108.7,38.73
156,253.41,107.18
205,260.78,112.58
241,261.95,112.74
254,254,112.74
166,229.48,98.8
231,260.49,105.99
195,260.52,105.99
91,255.2,101.49
85,247.43,92.5
0,166.7,63.69
0,110.51,42.1
0,104.86,42.1
0,84.16,34.76
0,78.26,32.06
0,34.41,12.78
0,21.69,8.92
1741,3207.21,1294.69
0,21.61,8.84
0,21.23,8.84
0,21.62,8.84
0,21.29,8.84
0,30.53,8.84
0,39.86,12.46
10,46.88,12.85
33,109.83,38.73
59,254.29,107.18
114,268.28,112.58
130,267.08,112.74
78,264.37,112.74
111,236.03,98.8
42,255.5,105.99
42,265.02,105.99
52,255.6,101.49
33,254.78,92.5
0,174.03,63.69
0,112.67,42.1
0,104.62,42.1
0,84.27,34.76
0,78.9,32.06
0,35.12,12.78
0,21.95,8.92
704,3245.37,1294.69
0,21.52,8.84
0,21.2,8.84
0,21.17,8.84
0,21.62,8.84
0,28.01,8.84
0,37.81,12.46
3,45.54,12.85
13,112.74,38.73
23,276.07,107.18
29,287.3,112.58
52,287.75,112.74
179,286.95,112.74
192,240.21,98.8
85,260.61,105.99
49,262.65,105.99
20,261.35,101.49
81,258.02,92.5
0,170.41,63.69
0,113.9,42.1
0,104.41,42.1
0,84.28,34.76
0,78.25,32.06
0,34.18,12.78
0,21.6,8.92
726,3337.53,1294.69
0,21.65,8.84
0,21.62,8.84
0,21.82,8.84
0,21.93,8.84
0,30,8.84
0,40.74,12.46
10,50.24,12.85
36,108.94,38.73
127,263.67,107.18
111,273.47,112.58
65,271.64,112.74
127,265.78,112.74
127,236.16,98.8
150,253.94,105.99
117,251.8,105.99
124,249.26,101.49
85,246.43,92.5
0,170.09,63.69
0,109.21,42.1
0,104.71,42.1
0,84.1,34.76
0,78.33,32.06
0,34.39,12.78
0,21.61,8.92
1079,3231.5,1294.69
0,21.72,8.87
0,21.56,8.84
0,21.14,8.84
0,21.17,8.84
0,21.53,8.84
0,29.29,8.84
10,42.43,12.52
23,46.72,12.79
39,92.6,32.13
52,94.16,32.75
78,98.35,33.31
72,96.28,33.31
49,68.01,22.51
42,54.3,18.01
29,49.43,18.01
65,47.58,18.01
88,47.76,18.01
36,26.91,10.88
0,23.61,10.28
0,26.67,9.98
0,26.71,9.98
0,26.55,9.68
0,25.53,9.39
0,21.34,8.92
583,1051.35,373.57
0,21.34,8.87
0,21.66,8.84
0,21.67,8.84
0,21.87,8.84
0,21.73,8.84
0,22.44,8.84
16,22.22,8.92
29,22.56,9.12
68,20.97,9.31
150,20.58,9.31
159,19.12,9.86
68,19.54,9.86
36,23.05,10.44
140,21.94,10.44
81,21.77,10.44
143,21.61,10.44
42,22.23,10.39
42,21.98,10.09
0,22.82,9.79
0,26.58,9.57
0,26.82,9.57
0,27.42,9.57
0,22.37,9.03
0,23.15,8.92
974,537.45,228.16
0,22.56,8.84
0,23.99,8.84
0,24.44,8.84
0,25.11,8.84
0,38.53,8.84
0,51.05,12.46
10,60.06,12.85
20,119.38,38.73
36,262.47,107.18
137,267.96,112.58
166,260.74,112.74
234,262.08,112.74
250,242.54,98.8
237,265.41,105.99
166,264.4,105.99
150,257.71,101.49
91,247.31,92.5
36,169.82,63.69
0,108.28,42.1
0,103.96,42.1
0,83.88,34.76
0,77.64,32.06
0,34.86,12.78
0,21.79,8.92
1533,3295.96,1294.69
0,21.12,8.84
0,21.25,8.84
0,21.7,8.84
0,21.63,8.84
0,27.48,8.84
0,42.11,12.46
16,47.97,12.85
36,107.89,38.73
46,267.13,107.18
101,272.09,112.58
59,267.01,112.74
98,275.76,112.74
163,236.36,98.8
81,253.37,105.99
140,263.65,105.99
81,254.89,101.49
81,248.87,92.5
39,171.27,63.69
0,108.76,42.1
0,104.12,42.1
0,84.25,34.76
0,77.94,32.06
0,34.27,12.78
0,21.67,8.92
941,3252.56,1294.69
0,21.57,8.84
0,21.12,8.84
0,21.17,8.84
0,21.22,8.84
0,26.75,8.84
0,37.32,12.46
20,43.08,12.85
42,112.14,38.73
65,271.5,107.18
127,280.92,112.58
153,265.2,112.74
88,260.4,112.74
42,242.32,98.8
33,283.76,105.99
29,277.75,105.99
36,270.94,101.49
46,258.91,92.5
23,173.32,63.69
0,113.51,42.1
0,104.5,42.1
0,84.28,34.76
0,78.02,32.06
0,34.61,12.78
0,21.65,8.92
704,3325.93,1294.69
0,21.67,8.84
0,21.57,8.84
0,21.1,8.84
0,21.35,8.84
0,28.11,8.84
0,38.3,12.46
39,50.61,12.85
85,105.34,38.73
163,262.11,107.18
208,273.45,112.58
241,272.73,112.74
179,265.15,112.74
127,234.75,98.8
114,249.73,105.99
114,253.5,105.99
65,250.14,101.49
29,246.54,92.5
42,166.27,63.69
0,106.88,42.1
0,104.64,42.1
0,83.61,34.76
0,78.45,32.06
0,35,12.78
0,21.68,8.92
1406,3212.7,1294.69
0,21.52,8.84
0,21.64,8.84
0,21.97,8.84
0,22.12,8.84
0,35,8.84
3,44.37,12.46
42,49.02,12.85
107,105.53,38.73
166,254.29,107.18
211,272.84,112.58
218,273.78,112.74
36,274.5,112.74
75,248.51,98.8
46,253.87,105.99
62,253.54,105.99
137,248.28,101.49
65,244.29,92.5
33,170.83,63.69
0,108.6,42.1
0,104.12,42.1
0,84.22,34.76
0,78.5,32.06
0,34.96,12.78
0,22.01,8.92
1201,3248.31,1294.69
0,21.3,8.87
0,21.52,8.84
0,21.67,8.84
0,22.19,8.84
0,21.94,8.84
3,31.25,8.84
42,44.47,12.52
107,44.86,12.79
169,90.33,32.13
221,93.92,32.75
244,98.3,33.31
247,98.15,33.31
221,69.47,22.51
231,54.95,18.01
182,49.21,18.01
130,48.8,18.01
81,49.1,18.01
36,28.55,10.88
0,24.49,10.28
0,26.21,9.98
0,26.66,9.98
0,26.59,9.68
0,25.35,9.39
0,21.52,8.92
1914,1060.81,373.57
0,21.2,8.87
0,21.19,8.84
0,21.47,8.84
0,20.58,8.84
0,21.22,8.84
3,21.31,8.84
20,21.81,8.92
20,21.3,9.12
33,19.87,9.31
75,20.36,9.31
179,20.38,9.86
163,20.01,9.86
244,23.29,10.44
231,26.07,10.44
46,27.09,10.44
52,26.23,10.44
62,25.26,10.39
26,22.9,10.09
0,22.83,9.79
0,26.06,9.57
0,26.46,9.57
0,26.73,9.57
0,21.68,9.03
0,21.14,8.92
1154,546.44,228.16
0,21.4,8.84
0,21.42,8.84
0,21.42,8.84
0,21.85,8.84
0,30.32,8.84
3,43.6,12.46
13,47.08,12.85
59,111.01,38.73
78,267.91,107.18
104,281.24,112.58
39,277.29,112.74
62,268.65,112.74
42,237.19,98.8
189,257.56,105.99
114,252.2,105.99
72,267.18,101.49
16,256.06,92.5
46,169.62,63.69
0,108.23,42.1
0,103.5,42.1
0,83.9,34.76
0,78.39,32.06
0,34.43,12.78
0,21.8,8.92
837,3283.25,1294.69
0,22.13,8.84
0,21.94,8.84
0,22.51,8.84
0,22.83,8.84
0,38.32,8.84
3,44.55,12.46
46,51.3,12.85
114,105.73,38.73
172,250.76,107.18
143,263.3,112.58
133,251.42,112.74
120,253.01,112.74
120,232.83,98.8
150,254.06,105.99
98,259.33,105.99
65,259.16,101.49
42,253.65,92.5
13,173.14,63.69
0,109.73,42.1
0,104.39,42.1
0,84.18,34.76
0,77.96,32.06
0,34.99,12.78
0,21.54,8.92
1219,3212.75,1294.69
0,21.46,8.84
0,21.18,8.84
0,21.82,8.84
0,22.13,8.84
0,30.83,8.84
3,45.22,12.46
49,51.33,12.85
117,105.35,38.73
179,252.38,107.18
215,271.88,112.58
133,268.75,112.74
215,259.05,112.74
192,237.74,98.8
39,254.44,105.99
29,258.62,105.99
159,253.24,101.49
101,242.94,92.5
42,169.67,63.69
0,106.76,42.1
0,103.78,42.1
0,84.38,34.76
0,78.17,32.06
0,32.84,12.78
0,21.5,8.92
1473,3215.47,1294.69
0,21.52,8.84
0,21.94,8.84
0,22.49,8.84
0,22.63,8.84
0,37.67,8.84
3,43.88,12.46
49,50.26,12.85
55,105.39,38.73
91,253.63,107.18
127,266.09,112.58
120,260.8,112.74
179,262.26,112.74
224,239.66,98.8
117,257.02,105.99
117,251.9,105.99
114,250.27,101.49
75,238.93,92.5
29,165.46,63.69
0,108.05,42.1
0,104.29,42.1
0,84.13,34.76
0,78.3,32.06
0,34.49,12.78
0,21.71,8.92
1300,3202.76,1294.69
0,21.57,8.84
0,21.2,8.84
0,21.25,8.84
0,21.27,8.84
0,28.09,8.84
3,40.19,12.46
10,45.71,12.85
33,111.64,38.73
94,272.86,107.18
88,279.06,112.58
107,267.04,112.74
104,266.73,112.74
62,243.4,98.8
42,277.34,105.99
33,275.67,105.99
26,270.62,101.49
16,259.55,92.5
26,175.21,63.69
0,113.16,42.1
0,104.32,42.1
0,84.22,34.76
0,78.03,32.06
0,34.63,12.78
0,21.99,8.92
644,3334.74,1294.69
0,21.7,8.87
0,21.26,8.84
0,21.14,8.84
0,21.14,8.84
0,21.09,8.84
7,27.32,8.84
36,38.72,12.52
49,42.12,12.79
78,94.07,32.13
208,96.39,32.75
36,94.97,33.31
140,93.8,33.31
257,66.46,22.51
198,52.24,18.01
150,47.5,18.01
159,47.21,18.01
101,46.83,18.01
42,27.17,10.88
0,23.68,10.28
0,26.08,9.98
0,26.58,9.98
0,26.37,9.68
0,25.16,9.39
0,22.01,8.92
1461,1031.02,373.57
0,21.63,8.87
0,21.98,8.84
0,21.91,8.84
0,21.95,8.84
0,22.37,8.84
3,23.85,8.84
23,21.64,8.92
78,21.36,9.12
101,20.43,9.31
202,18.63,9.31
169,19.07,9.86
241,19.1,9.86
247,22.12,10.44
224,23.32,10.44
33,25.05,10.44
156,24.53,10.44
33,24.72,10.39
49,23.15,10.09
0,23.46,9.79
0,26.4,9.57
0,26.38,9.57
0,26.81,9.57
0,21.66,9.03
0,21.86,8.92
1559,543.35,228.16
0,21.51,8.84
0,21.84,8.84
0,22.28,8.84
0,22.82,8.84
0,36.7,8.84
7,43.33,12.46
55,47.69,12.85
29,103.39,38.73
127,249.86,107.18
124,259.97,112.58
153,257.55,112.74
263,260.84,112.74
257,244.5,98.8
234,267.61,105.99
202,264.73,105.99
114,258.79,101.49
72,249.11,92.5
33,170.92,63.69
0,104.8,42.1
0,103.66,42.1
0,84.18,34.76
0,78.36,32.06
0,34.55,12.78
0,21.57,8.92
1670,3230.55,1294.69
0,21.21,8.84
0,21.11,8.84
0,21.1,8.84
0,21.33,8.84
0,26.35,8.84
7,37.65,12.46
59,43.81,12.85
26,105.97,38.73
46,264.58,107.18
150,279.47,112.58
68,262.23,112.74
257,266.71,112.74
260,249.26,98.8
244,278.15,105.99
202,278.39,105.99
153,271.17,101.49
65,260.62,92.5
36,179.17,63.69
0,108.74,42.1
0,104.43,42.1
0,84.52,34.76
0,78.6,32.06
0,34.89,12.78
0,21.93,8.92
1573,3321.4,1294.69
0,21.68,8.84
0,21.22,8.84
0,21.58,8.84
0,21.22,8.84
0,28.89,8.84
10,40.11,12.46
16,44.68,12.85
88,107.35,38.73
153,263.59,107.18
221,273.94,112.58
224,277.26,112.74
254,278.28,112.74
250,256.65,98.8
234,278.81,105.99
49,278.72,105.99
52,273.02,101.49
49,257.77,92.5
39,178.75,63.69
0,109.11,42.1
0,104.08,42.1
0,84.31,34.76
0,78.73,32.06
0,35.29,12.78
