Production,Usage,Plugload
270,276.59,112.74
247,263.2,98.8
244,287.09,105.99
169,276.66,105.99
62,274.76,101.49
42,265.73,92.5
75,176.85,63.69
26,110.28,42.1
0,99.01,42.1
0,85.09,34.76
0,79.04,32.06
0,35.27,12.78
0,21.91,8.92
1932,3370.3,1294.69
0,21.73,8.84
0,21.18,8.84
0,21.65,8.84
0,21.23,8.84
0,29.99,8.84
10,35.8,12.46
39,45.69,12.85
39,107.19,38.73
91,271.86,107.18
117,289.59,112.58
218,291.53,112.74
244,290.74,112.74
273,264.72,98.8
254,284.19,105.99
114,290.19,105.99
59,283.63,101.49
62,262.96,92.5
26,186.19,63.69
23,111.8,42.1
0,98.6,42.1
0,86.03,34.76
0,80.14,32.06
0,35.42,12.78
0,22.19,8.92
1569,3454.25,1294.69
0,21.78,8.84
0,21.68,8.84
0,21.33,8.84
0,21.68,8.84
0,30.97,8.84
7,41.85,12.46
16,47.23,12.85
39,108.41,38.73
65,271.76,107.18
36,283.29,112.58
42,279.01,112.74
42,273.53,112.74
101,255.3,98.8
72,278.51,105.99
94,280.7,105.99
182,268.27,101.49
62,252.63,92.5
23,180.82,63.69
20,109.86,42.1
0,97.06,42.1
0,85.82,34.76
0,79.46,32.06
0,35.36,12.78
0,21.78,8.92
801,3368.07,1294.69
0,21.79,8.87
0,21.18,8.84
0,21.63,8.84
0,21.22,8.84
3,21.03,8.84
20,27.53,8.84
36,35.14,12.52
91,48.61,12.79
195,95.51,32.13
234,102.6,32.75
208,102.15,33.31
260,107.7,33.31
185,79.95,22.51
72,60.65,18.01
172,51.06,18.01
182,51.3,18.01
130,53.71,18.01
75,32.76,10.88
29,29.86,10.28
0,28.55,9.98
0,29.32,9.98
0,27.16,9.68
0,25.7,9.39
0,21.42,8.92
1892,1117.53,373.57
0,21.58,8.87
0,21.07,8.84
0,21.12,8.84
0,21.47,8.84
3,20.93,8.84
33,18.79,8.84
88,17.75,8.92
150,21.79,9.12
198,23.34,9.31
237,23.42,9.31
260,25.09,9.86
273,25.94,9.86
267,32.04,10.44
247,34.97,10.44
205,34.65,10.44
172,35.59,10.44
104,36.41,10.39
49,35.76,10.09
33,33.6,9.79
0,32.28,9.57
0,32.4,9.57
0,30.03,9.57
0,22.95,9.03
0,21.53,8.92
2319,644.52,228.16
0,21.74,8.84
0,21.28,8.84
0,21.68,8.84
0,21.23,8.84
3,41.48,8.84
33,45.39,12.46
85,48.18,12.85
127,113.69,38.73
182,288.66,107.18
221,313.44,112.58
237,317.69,112.74
237,324.3,112.74
260,298.85,98.8
244,322.23,105.99
211,320.5,105.99
172,310.83,101.49
127,299.68,92.5
75,208.38,63.69
26,119.3,42.1
0,105.53,42.1
0,91.12,34.76
0,83.06,32.06
0,38.02,12.78
0,23.33,8.92
2240,3799.59,1294.69
0,22.22,8.84
0,21.77,8.84
0,21.3,8.84
0,21.85,8.84
3,37.64,8.84
23,43.66,12.46
78,50.89,12.85
143,113.82,38.73
192,285.54,107.18
208,299.8,112.58
159,313.98,112.74
107,322.33,112.74
120,295.16,98.8
36,314.8,105.99
55,321.33,105.99
124,311.82,101.49
114,297.85,92.5
59,208.03,63.69
33,117.55,42.1
0,106.15,42.1
0,93.65,34.76
0,85.13,32.06
0,39.56,12.78
0,24.2,8.92
1454,3770.01,1294.69
0,22.53,8.84
0,21.7,8.84
0,21.71,8.84
0,21.75,8.84
3,34.78,8.84
29,43.11,12.46
55,53.87,12.85
75,111.55,38.73
59,273.61,107.18
46,299.66,112.58
68,303.43,112.74
133,312.88,112.74
195,288.54,98.8
42,310.53,105.99
221,308.78,105.99
185,298.66,101.49
133,284.38,92.5
75,199.57,63.69
26,114.06,42.1
0,102.25,42.1
0,89.3,34.76
0,82.57,32.06
0,37.57,12.78
0,22.85,8.92
1345,3659.62,1294.69
0,21.86,8.84
0,21.33,8.84
0,21.73,8.84
0,21.73,8.84
3,34.26,8.84
29,40.17,12.46
68,49.44,12.85
143,106.57,38.73
192,267.11,107.18
211,277.73,112.58
257,280.05,112.74
263,285.05,112.74
270,261.76,98.8
250,289.35,105.99
215,288.6,105.99
179,283.15,101.49
120,272.45,92.5
29,188.62,63.69
33,111.68,42.1
0,99.55,42.1
0,87.81,34.76
0,81.05,32.06
0,36.6,12.78
0,22.59,8.92
2262,3450.23,1294.69
0,21.46,8.84
0,21.84,8.84
0,21.34,8.84
0,21.79,8.84
3,33.4,8.84
29,38.7,12.46
85,49.36,12.85
143,107.84,38.73
185,270.2,107.18
208,283.25,112.58
254,300.08,112.74
267,306.37,112.74
257,282.24,98.8
241,311.57,105.99
215,309.54,105.99
169,303.93,101.49
130,279.92,92.5
72,201.61,63.69
26,116.84,42.1
0,104.29,42.1
0,89.15,34.76
0,81.7,32.06
0,37.55,12.78
0,22.96,8.92
2284,3616.93,1294.69
0,21.96,8.87
0,21.46,8.84
0,21.8,8.84
0,21.84,8.84
3,21.44,8.84
29,34.15,8.84
85,42.02,12.52
143,51.29,12.79
192,96.83,32.13
231,100.2,32.75
250,100.58,33.31
263,99.4,33.31
257,69.45,22.51
241,55.8,18.01
211,48.16,18.01
169,47.73,18.01
124,48.03,18.01
39,28.11,10.88
33,24.5,10.28
0,24.31,9.98
0,27.37,9.98
0,27.15,9.68
0,25.36,9.39
0,21.87,8.92
2270,1080.81,373.57
0,21.24,8.87
0,21.13,8.84
0,21.58,8.84
0,21.13,8.84
3,20.93,8.84
20,19.03,8.84
36,17.37,8.92
68,22.38,9.12
98,24.19,9.31
202,24.63,9.31
257,25.05,9.86
81,26.43,9.86
254,30.73,10.44
182,32.38,10.44
140,33.28,10.44
94,33.08,10.44
124,34.21,10.39
72,33.13,10.09
26,31.44,9.79
0,30.46,9.57
0,31.16,9.57
0,29.38,9.57
0,22.27,9.03
0,21.33,8.92
1657,627.95,228.16
0,21.63,8.84
0,21.28,8.84
0,21.68,8.84
0,21.23,8.84
3,33.79,8.84
29,45.11,12.46
75,47.94,12.85
120,107.13,38.73
159,269.69,107.18
189,291.47,112.58
257,301.64,112.74
192,310.96,112.74
169,286.38,98.8
85,308.84,105.99
36,307.96,105.99
62,298.48,101.49
29,284.43,92.5
29,199.85,63.69
23,115.35,42.1
0,102.58,42.1
0,91.6,34.76
0,82.73,32.06
0,37.25,12.78
0,23.08,8.92
1457,3632.07,1294.69
0,21.91,8.84
0,21.45,8.84
0,21.8,8.84
0,21.79,8.84
3,33.84,8.84
10,40.6,12.46
52,51.52,12.85
46,113.25,38.73
98,286.4,107.18
42,310.85,112.58
250,312.79,112.74
270,319.35,112.74
270,293.26,98.8
254,316.75,105.99
224,316.18,105.99
185,304.36,101.49
133,288.97,92.5
78,204.14,63.69
29,118.19,42.1
0,101.8,42.1
0,89.33,34.76
0,82.07,32.06
0,37,12.78
0,22.44,8.92
1944,3730.04,1294.69
0,21.76,8.84
0,21.74,8.84
0,21.33,8.84
0,21.73,8.84
3,33.69,8.84
26,40.33,12.46
78,50.37,12.85
94,109.95,38.73
117,281.68,107.18
156,303.6,112.58
182,308.35,112.74
202,312.64,112.74
78,287.54,98.8
120,313.98,105.99
195,312.66,105.99
117,303.08,101.49
49,294.74,92.5
68,203.08,63.69
33,116.37,42.1
0,103.85,42.1
0,89.31,34.76
0,81.94,32.06
0,37.48,12.78
0,23.13,8.92
1518,3694.33,1294.69
0,21.92,8.84
0,21.42,8.84
0,21.8,8.84
0,21.75,8.84
3,35.16,8.84
26,45.74,12.46
81,50.15,12.85
140,107.09,38.73
192,274.08,107.18
228,300.38,112.58
257,306.37,112.74
267,309.96,112.74
267,282.01,98.8
247,309.4,105.99
221,310.77,105.99
179,300.26,101.49
133,288.4,92.5
78,201.45,63.69
23,115.38,42.1
0,99.82,42.1
0,88.83,34.76
0,81.5,32.06
0,37.17,12.78
0,22.63,8.92
2342,3653.43,1294.69
0,21.56,8.84
0,21.94,8.84
0,21.8,8.84
0,21.44,8.84
3,33.93,8.84
26,41.15,12.46
78,49.71,12.85
137,112.53,38.73
182,284.32,107.18
211,307.99,112.58
237,313.02,112.74
205,318.61,112.74
120,294.69,98.8
153,318.32,105.99
68,316.89,105.99
179,306.6,101.49
104,292.22,92.5
78,204.45,63.69
29,116.91,42.1
0,101.57,42.1
0,92.11,34.76
0,83.55,32.06
0,38.17,12.78
0,22.9,8.92
1810,3736.36,1294.69
0,22.17,8.87
0,21.42,8.84
0,21.74,8.84
0,21.8,8.84
3,21.39,8.84
20,35.83,8.84
85,44.21,12.52
143,55.95,12.79
195,106.8,32.13
234,112.47,32.75
257,115.55,33.31
270,121.61,33.31
263,92.61,22.51
247,64,18.01
211,50.67,18.01
185,55.87,18.01
127,57.62,18.01
72,38.72,10.88
29,36.01,10.28
0,35.93,9.98
0,33.94,9.98
0,31.35,9.68
0,28.88,9.39
0,22.48,8.92
2341,1249.03,373.57
0,22.27,8.87
0,21.72,8.84
0,21.28,8.84
0,21.74,8.84
3,21.32,8.84
26,21.17,8.84
81,19.16,8.92
140,23.72,9.12
189,26.29,9.31
221,28.74,9.31
234,32.93,9.86
257,34.8,9.86
244,40.66,10.44
205,43.3,10.44
211,44.22,10.44
143,44.61,10.44
124,45.29,10.39
72,44.58,10.09
26,43.5,9.79
0,41.01,9.57
0,41,9.57
0,37.9,9.57
0,29.03,9.03
0,27.55,8.92
2176,777.78,228.16
0,26.29,8.87
0,26.46,8.84
0,25.09,8.84
0,24.26,8.84
3,23.7,8.84
26,23.72,8.84
81,21.4,8.92
140,24.79,9.12
189,26.34,9.31
211,28.05,9.31
244,30.48,9.86
260,32.88,9.86
250,37.85,10.44
237,39.56,10.44
205,40.46,10.44
176,41.3,10.44
111,41.65,10.39
52,40.12,10.09
20,38.34,9.79
0,35.28,9.57
0,35.51,9.57
0,33.29,9.57
0,26.13,9.03
0,23.63,8.92
2205,746.6,228.16
0,21.93,8.84
0,22.3,8.84
0,22.15,8.84
0,22.18,8.84
3,47.52,8.84
26,52.48,12.46
65,53.49,12.85
65,115.44,38.73
36,283.1,107.18
124,295.41,112.58
159,287.55,112.74
94,289.77,112.74
234,278.61,98.8
211,307.26,105.99
101,303.69,105.99
163,301.82,101.49
120,287.29,92.5
68,199.56,63.69
23,114.78,42.1
0,99.87,42.1
0,90.33,34.76
0,82.38,32.06
0,38.29,12.78
0,23.49,8.92
1492,3640.73,1294.69
0,22.04,8.84
0,21.96,8.84
0,22.02,8.84
0,21.5,8.84
3,33.98,8.84
23,46.75,12.46
81,51.78,12.85
140,114.35,38.73
189,287.1,107.18
224,311.72,112.58
250,316.55,112.74
263,324.2,112.74
250,298.4,98.8
247,321.09,105.99
221,320.65,105.99
182,309.75,101.49
130,289.61,92.5
68,196,63.69
26,114.71,42.1
0,101.76,42.1
0,91.89,34.76
0,83.36,32.06
0,38.18,12.78
0,23.57,8.92
2297,3762.92,1294.69
0,22.24,8.84
0,21.46,8.84
0,21.86,8.84
0,21.8,8.84
3,37.01,8.84
26,48.75,12.46
78,52.06,12.85
137,116.68,38.73
189,292.6,107.18
224,313.07,112.58
250,317.07,112.74
263,323.48,112.74
260,298.73,98.8
241,321.92,105.99
218,324.44,105.99
72,312.83,101.49
98,299.03,92.5
36,209.72,63.69
23,118.45,42.1
0,103.42,42.1
0,94.09,34.76
0,85.18,32.06
0,39.69,12.78
0,24.45,8.92
2118,3820.01,1294.69
0,22.95,8.84
0,21.97,8.84
0,21.98,8.84
0,21.63,8.84
0,37.23,8.84
7,49.23,12.46
13,55.38,12.85
52,119.85,38.73
46,296.11,107.18
62,321.59,112.58
88,325.06,112.74
62,332.73,112.74
234,306.51,98.8
111,336.54,105.99
218,337.03,105.99
85,320.8,101.49
42,302.47,92.5
13,212.78,63.69
16,117.27,42.1
0,105.37,42.1
0,95.52,34.76
0,86.5,32.06
0,40.17,12.78
0,24.84,8.92
1049,3911.51,1294.69
0,22.92,8.87
0,22.31,8.84
0,21.96,8.84
0,21.93,8.84
0,21.39,8.84
7,37.08,8.84
13,46.39,12.52
26,62.9,12.79
124,115.72,32.13
65,119.83,32.75
114,123.47,33.31
49,127.99,33.31
55,99.09,22.51
68,68.37,18.01
42,55.6,18.01
49,58.48,18.01
68,59.53,18.01
39,41.56,10.88
20,39.32,10.28
0,37.38,9.98
0,37.77,9.98
0,34.06,9.68
0,30.62,9.39
0,25.39,8.92
739,1331.04,373.57
0,23.92,8.87
0,22.56,8.84
0,21.77,8.84
0,21.9,8.84
0,21.88,8.84
7,21.89,8.84
36,21.03,8.92
133,20.15,9.12
179,23.37,9.31
172,24.18,9.31
146,27.1,9.86
124,28.01,9.86
195,32.1,10.44
231,34.28,10.44
218,34.14,10.44
179,33.45,10.44
124,36.5,10.39
72,37.52,10.09
26,36.31,9.79
0,34.7,9.57
0,35.18,9.57
0,33.05,9.57
0,25.71,9.03
0,23.7,8.92
1842,674.41,228.16
0,23,8.84
0,22.17,8.84
0,22.43,8.84
0,22.4,8.84
3,37.84,8.84
23,56.3,12.46
75,55.4,12.85
133,116.15,38.73
176,278.72,107.18
211,301.86,112.58
231,312.63,112.74
244,317.25,112.74
241,291.89,98.8
228,333.58,105.99
205,328.32,105.99
172,312.86,101.49
124,281.67,92.5
72,196.24,63.69
26,116.9,42.1
0,107.8,42.1
0,94.25,34.76
0,85.38,32.06
0,40.37,12.78
0,25.05,8.92
2164,3780.46,1294.69
0,23.58,8.84
0,22.72,8.84
0,22.35,8.84
0,21.47,8.84
0,36.01,8.84
23,47.36,12.46
78,58.23,12.85
137,121.27,38.73
185,299.21,107.18
231,324.44,112.58
254,325.43,112.74
263,329.28,112.74
260,302.15,98.8
247,324.18,105.99
218,323.21,105.99
172,310.6,101.49
120,294.09,92.5
65,210.14,63.69
23,118.95,42.1
0,104.23,42.1
0,92.1,34.76
0,83.54,32.06
0,38.97,12.78
0,23.77,8.92
2276,3857.28,1294.69
0,22.35,8.84
0,21.48,8.84
0,21.82,8.84
0,21.76,8.84
0,34.82,8.84
23,45.97,12.46
78,52.6,12.85
137,114.17,38.73
185,286.13,107.18
221,305.58,112.58
247,310.67,112.74
260,320.24,112.74
241,295.06,98.8
244,314.92,105.99
215,310.21,105.99
172,307.45,101.49
124,296.29,92.5
65,207.17,63.69
26,117.48,42.1
0,102.56,42.1
0,91.39,34.76
0,83.06,32.06
0,38.15,12.78
0,23.73,8.92
2238,3745.03,1294.69
0,22.11,8.84
0,21.42,8.84
0,21.91,8.84
0,21.91,8.84
0,34.25,8.84
23,44.94,12.46
75,52.74,12.85
133,110.2,38.73
172,279.66,107.18
211,299.44,112.58
244,304.98,112.74
218,307.27,112.74
221,281.24,98.8
182,290,105.99
163,275.65,105.99
143,269.04,101.49
117,263.28,92.5
26,185.2,63.69
20,113.56,42.1
0,101.35,42.1
0,88.71,34.76
0,81.22,32.06
0,37,12.78
0,22.83,8.92
1948,3529.94,1294.69
0,21.97,8.84
0,21.87,8.84
0,21.95,8.84
0,21.45,8.84
0,34.49,8.84
16,44.24,12.46
65,54.69,12.85
59,112.35,38.73
124,277.27,107.18
107,288.46,112.58
150,269.39,112.74
39,268.76,112.74
85,251.98,98.8
244,267.68,105.99
224,263.31,105.99
172,258.83,101.49
130,254.71,92.5
72,173.04,63.69
26,108.56,42.1
0,98.54,42.1
0,86.05,34.76
0,80.56,32.06
0,36.29,12.78
0,22.04,8.92
1513,3338.49,1294.69
0,21.85,8.87
0,21.39,8.84
0,21.74,8.84
0,21.39,8.84
0,21.79,8.84
20,32.58,8.84
75,37.92,12.52
133,50.58,12.79
185,95.01,32.13
221,94.32,32.75
250,96.14,33.31
260,98.16,33.31
247,69.7,22.51
247,56.04,18.01
218,46.3,18.01
176,46.86,18.01
124,49.49,18.01
72,30.69,10.88
26,26.85,10.28
0,26.11,9.98
0,27.57,9.98
0,26.77,9.68
0,25.97,9.39
0,21.58,8.92
2254,1066.81,373.57
0,21.75,8.87
0,21.29,8.84
0,21.24,8.84
0,21.69,8.84
0,21.24,8.84
20,22.08,8.84
75,18.2,8.92
133,20.95,9.12
185,22.11,9.31
221,23.48,9.31
244,22.31,9.86
254,23.33,9.86
254,27.93,10.44
237,30.95,10.44
211,31.17,10.44
172,32.91,10.44
120,32.55,10.39
65,31.53,10.09
23,29.92,9.79
0,27.49,9.57
0,29.31,9.57
0,28.75,9.57
0,22.18,9.03
0,21.39,8.92
2214,605.75,228.16
0,21.79,8.84
0,21.34,8.84
0,21.79,8.84
0,21.34,8.84
0,35.63,8.84
20,48.51,12.46
72,48.34,12.85
130,109.9,38.73
182,276.89,107.18
221,297.67,112.58
244,297.9,112.74
254,306.04,112.74
254,270.66,98.8
237,282.21,105.99
211,282.76,105.99
169,279.47,101.49
117,278.29,92.5
65,189.64,63.69
23,112.09,42.1
0,100.37,42.1
0,88.82,34.76
0,81.34,32.06
0,37.07,12.78
0,22.27,8.92
2199,3532.11,1294.69
0,21.7,8.84
0,21.24,8.84
0,21.68,8.84
0,21.68,8.84
0,34.12,8.84
20,43.78,12.46
72,51.71,12.85
133,109.48,38.73
182,275.27,107.18
221,288.2,112.58
244,295.95,112.74
260,306.37,112.74
257,272.56,98.8
237,291.82,105.99
211,289.26,105.99
172,289.16,101.49
117,279.01,92.5
62,200.19,63.69
23,119.02,42.1
0,104.85,42.1
0,87.54,34.76
0,80.69,32.06
0,36.39,12.78
0,22.41,8.92
2211,3564.06,1294.69
0,21.74,8.84
0,21.31,8.84
0,21.68,8.84
0,21.63,8.84
0,32.4,8.84
20,42.35,12.46
72,50.82,12.85
130,108.36,38.73
179,264.31,107.18
218,277.11,112.58
244,281.57,112.74
250,290.07,112.74
247,270.38,98.8
228,290.04,105.99
211,286.03,105.99
172,285.82,101.49
120,282.82,92.5
65,194.93,63.69
23,114.65,42.1
0,101.67,42.1
0,88.2,34.76
0,81.05,32.06
0,36.46,12.78
0,22.41,8.92
2179,3487.81,1294.69
0,21.4,8.84
0,21.79,8.84
0,21.79,8.84
0,21.34,8.84
0,32.76,8.84
7,43.22,12.46
10,50.52,12.85
36,109.04,38.73
26,268.72,107.18
117,283.69,112.58
55,287.83,112.74
39,298.34,112.74
46,264.82,98.8
146,282.22,105.99
117,288.13,105.99
153,285.91,101.49
81,269.2,92.5
59,184.96,63.69
23,112.35,42.1
0,99.21,42.1
0,86.91,34.76
0,80.79,32.06
0,35.93,12.78
0,22.39,8.92
915,3473.26,1294.69
0,21.34,8.84
0,21.73,8.84
0,21.73,8.84
0,21.28,8.84
0,32.81,8.84
20,43.61,12.46
68,50.49,12.85
130,110.41,38.73
182,279.68,107.18
221,302.66,112.58
244,308.5,112.74
257,307.95,112.74
257,273.69,98.8
244,301.78,105.99
215,303.59,105.99
172,289.49,101.49
120,290,92.5
65,206.01,63.69
23,117.67,42.1
0,103.12,42.1
0,90.36,34.76
0,82.65,32.06
0,38.15,12.78
0,23.1,8.92
2218,3641.81,1294.69
0,22.02,8.87
0,21.93,8.84
0,21.4,8.84
0,21.73,8.84
0,21.35,8.84
16,37.97,8.84
68,46.3,12.52
130,53.52,12.79
182,105.85,32.13
221,111.64,32.75
241,115.27,33.31
257,119.39,33.31
250,90.08,22.51
241,62.77,18.01
215,51.13,18.01
169,56.43,18.01
120,59.24,18.01
65,38.72,10.88
23,35.43,10.28
0,32.93,9.98
0,33.76,9.98
0,31.06,9.68
0,27.98,9.39
0,22.64,8.92
2198,1240.54,373.57
0,22,8.87
0,21.37,8.84
0,21.8,8.84
0,21.3,8.84
0,21.74,8.84
16,21.74,8.84
55,19.29,8.92
94,24.39,9.12
156,25.96,9.31
221,27.51,9.31
250,30.15,9.86
257,33.45,9.86
257,38.95,10.44
237,40.63,10.44
211,40.91,10.44
172,41.17,10.44
124,41.12,10.39
68,39.87,10.09
23,37.21,9.79
0,34.96,9.57
0,35.29,9.57
0,31.93,9.57
0,24.83,9.03
0,23.42,8.92
2141,721,228.16
0,22.47,8.84
0,22.24,8.84
0,22.03,8.84
0,21.43,8.84
0,35.55,8.84
16,51.57,12.46
68,52.59,12.85
133,112.33,38.73
185,286.42,107.18
224,308.8,112.58
244,316.42,112.74
254,325.55,112.74
250,300.87,98.8
234,322.93,105.99
211,318.85,105.99
172,310.15,101.49
114,298.77,92.5
65,208.72,63.69
23,118.45,42.1
0,105.26,42.1
0,92.97,34.76
0,84.09,32.06
0,38.43,12.78
0,23.6,8.92
2193,3800.5,1294.69
0,22.02,8.84
0,21.49,8.84
0,21.85,8.84
0,21.8,8.84
0,34.12,8.84
16,45.09,12.46
68,53.39,12.85
124,114.04,38.73
176,285.76,107.18
215,304.34,112.58
244,310.92,112.74
254,320.74,112.74
241,295.92,98.8
228,319.7,105.99
208,318.35,105.99
166,309.77,101.49
114,294.21,92.5
62,204.2,63.69
20,117.06,42.1
0,104.38,42.1
0,91.79,34.76
0,83.71,32.06
0,38.91,12.78
0,23.51,8.92
2136,3757.05,1294.69
0,22.41,8.84
0,21.92,8.84
0,21.53,8.84
0,21.87,8.84
0,34.49,8.84
16,45.95,12.46
62,55.85,12.85
120,114.81,38.73
169,280.06,107.18
202,278.97,112.58
224,276.95,112.74
247,293.18,112.74
237,252.79,98.8
228,289.59,105.99
195,292.22,105.99
156,288.02,101.49
114,274.72,92.5
55,183.78,63.69
20,113.84,42.1
0,100.88,42.1
0,87.95,34.76
0,80.54,32.06
0,36.06,12.78
0,22.14,8.92
2045,3490.52,1294.69
0,21.8,8.84
0,21.39,8.84
0,21.74,8.84
0,21.79,8.84
0,33.77,8.84
16,42.75,12.46
62,53.36,12.85
120,111.94,38.73
169,273.13,107.18
211,268.77,112.58
237,274.58,112.74
254,275.08,112.74
247,254.02,98.8
231,270.54,105.99
205,270.57,105.99
166,270.31,101.49
114,256.03,92.5
59,182.56,63.69
23,112.24,42.1
0,104.44,42.1
0,86.35,34.76
0,79.77,32.06
0,35.63,12.78
0,22.03,8.92
2114,3364.61,1294.69
0,21.89,8.84
0,21.79,8.84
0,21.39,8.84
0,21.74,8.84
0,32.96,8.84
13,43.61,12.46
65,48.3,12.85
124,100.89,38.73
172,249.06,107.18
211,268.14,112.58
231,277.97,112.74
250,289.14,112.74
241,253.67,98.8
231,268.7,105.99
198,269.98,105.99
163,268.97,101.49
117,270.29,92.5
55,180.42,63.69
23,110.94,42.1
0,101.68,42.1
0,86.28,34.76
0,80.65,32.06
0,35.92,12.78
0,22.13,8.92
2094,3346.49,1294.69
0,21.81,8.87
0,21.33,8.84
0,21.68,8.84
0,21.33,8.84
0,21.73,8.84
16,32.25,8.84
62,39.22,12.52
124,50.62,12.79
169,95.56,32.13
208,103.39,32.75
234,104.1,33.31
247,106.19,33.31
241,80.15,22.51
224,60.71,18.01
198,51.2,18.01
159,52.28,18.01
114,54.48,18.01
59,33.25,10.88
13,29.9,10.28
0,28.06,9.98
0,29.58,9.98
0,27.31,9.68
0,25.97,9.39
0,21.59,8.92
2068,1133.7,373.57
0,21.76,8.87
0,21.33,8.84
0,21.64,8.84
0,21.29,8.84
0,21.24,8.84
13,21.92,8.84
62,17.49,8.92
120,21.22,9.12
150,22.91,9.31
202,23.46,9.31
205,24.66,9.86
208,26.72,9.86
237,30.8,10.44
156,33.29,10.44
68,34.47,10.44
140,34.18,10.44
36,33.88,10.39
26,33.07,10.09
0,30.6,9.79
0,29.81,9.57
0,29.06,9.57
0,27.71,9.57
0,22.18,9.03
0,21.38,8.92
1623,626.06,228.16
0,21.79,8.84
0,21.34,8.84
0,21.79,8.84
0,21.34,8.84
0,34.61,8.84
13,48.32,12.46
59,46.9,12.85
120,107.41,38.73
166,274.31,107.18
215,293.87,112.58
244,297.24,112.74
257,309.16,112.74
254,275.41,98.8
234,297.92,105.99
208,305.3,105.99
166,297.92,101.49
117,284.84,92.5
62,200.99,63.69
0,116.82,42.1
0,106.64,42.1
0,88.43,34.76
0,81.53,32.06
0,37.05,12.78
0,22.18,8.92
2115,3613.1,1294.69
0,21.91,8.84
0,21.33,8.84
0,21.73,8.84
0,21.33,8.84
0,34.46,8.84
13,43.45,12.46
62,49.17,12.85
120,110.9,38.73
169,273.88,107.18
156,296.47,112.58
237,301.6,112.74
247,311.58,112.74
221,285.37,98.8
228,312.92,105.99
211,313.67,105.99
166,304.36,101.49
114,290.64,92.5
59,204.99,63.69
0,118.36,42.1
0,107.62,42.1
0,89.64,34.76
0,82.51,32.06
0,36.92,12.78
0,22.69,8.92
2003,3677.54,1294.69
0,21.57,8.84
0,21.73,8.84
0,21.74,8.84
0,21.69,8.84
0,33.06,8.84
7,43.98,12.46
10,50.42,12.85
20,113.49,38.73
65,283.13,107.18
107,304.77,112.58
133,315.56,112.74
59,324.02,112.74
176,298.07,98.8
114,320.76,105.99
91,323.51,105.99
62,310.37,101.49
107,295.66,92.5
62,208.11,63.69
0,119.16,42.1
0,109.22,42.1
0,90.21,34.76
0,82.69,32.06
0,37.81,12.78
0,23.05,8.92
1013,3773.8,1294.69
0,21.82,8.84
0,21.91,8.84
0,21.4,8.84
0,21.74,8.84
0,34.55,8.84
13,44.46,12.46
62,49.86,12.85
124,107.8,38.73
176,273.76,107.18
218,300.29,112.58
244,304.7,112.74
257,308.58,112.74
257,285.69,98.8
237,313.65,105.99
198,310.95,105.99
163,295.87,101.49
114,276.07,92.5
59,196.92,63.69
0,117.2,42.1
0,107.05,42.1
0,88.47,34.76
0,81.53,32.06
0,36.88,12.78
0,22.44,8.92
2122,3643.59,1294.69
0,21.96,8.84
0,21.46,8.84
0,21.74,8.84
0,21.79,8.84
0,32.78,8.84
10,42.38,12.46
62,51.96,12.85
120,109.33,38.73
176,266.22,107.18
215,293.73,112.58
231,311.31,112.74
244,319.05,112.74
250,293.85,98.8
231,313.89,105.99
202,314.07,105.99
166,305.33,101.49
107,293.08,92.5
59,205.82,63.69
0,119.19,42.1
0,107.57,42.1
0,89.71,34.76
0,82.34,32.06
0,37.01,12.78
0,22.63,8.92
2073,3698.19,1294.69
0,21.93,8.87
0,21.37,8.84
0,21.8,8.84
0,21.73,8.84
0,21.33,8.84
10,33.56,8.84
59,40.82,12.52
120,55.53,12.79
172,104.64,32.13
215,110.25,32.75
237,115.5,33.31
250,120.81,33.31
241,92.64,22.51
231,66.19,18.01
202,55.85,18.01
163,58.83,18.01
107,60.94,18.01
59,40.09,10.88
0,37.28,10.28
0,35.6,9.98
0,33.77,9.98
0,31.71,9.68
0,29.17,9.39
0,23.6,8.92
2066,1254.96,373.57
0,22.25,8.87
0,21.37,8.84
0,21.69,8.84
0,21.81,8.84
0,21.24,8.84
10,22.11,8.84
59,18.27,8.92
120,23.32,9.12
172,25.81,9.31
211,26.93,9.31
241,31.39,9.86
250,33.97,9.86
250,39.64,10.44
231,42.69,10.44
205,43.82,10.44
163,44.1,10.44
114,43.65,10.39
59,43.58,10.09
0,40.9,9.79
0,39.77,9.57
0,37.67,9.57
0,34.9,9.57
0,26.76,9.03
0,25.57,8.92
2085,753.23,228.16
0,24.66,8.84
0,24.01,8.84
0,22.75,8.84
0,22.74,8.84
0,50.82,8.84
10,53,12.46
52,54.23,12.85
114,121.78,38.73
169,299.07,107.18
205,321.64,112.58
237,328.67,112.74
250,340.91,112.74
247,315.56,98.8
231,344.3,105.99
198,348.25,105.99
159,334.25,101.49
107,309.43,92.5
52,217.5,63.69
0,122.49,42.1
0,113.12,42.1
0,95.3,34.76
0,87.81,32.06
0,42.73,12.78
0,27.16,8.92
2031,4022.19,1294.69
0,25.31,8.84
0,24.05,8.84
0,22.98,8.84
0,22.84,8.84
0,39.78,8.84
10,49.39,12.46
55,58.39,12.85
117,115.47,38.73
169,284.73,107.18
208,303.84,112.58
224,306.66,112.74
241,316.65,112.74
237,291.84,98.8
228,313.38,105.99
195,311.19,105.99
159,303.76,101.49
104,289.47,92.5
52,205.15,63.69
0,118.67,42.1
0,108.95,42.1
0,90.58,34.76
0,82.91,32.06
0,38.1,12.78
